epoch,loss,val_loss
0,0.010510487481951714,0.006019835360348225
1,0.004668425302952528,0.00376526010222733
2,0.003258569398894906,0.0028569770511239767
3,0.002589128678664565,0.00237191841006279
4,0.0022028142120689154,0.0020687871146947145
5,0.0019519462948665023,0.0018611509585753083
6,0.0017741058254614472,0.0017124275909736753
7,0.0016410239040851593,0.0015911252703517675
8,0.0015358497621491551,0.0014980518026277423
9,0.001451268675737083,0.0014205564511939883
10,0.0013814072590321302,0.0013596094213426113
11,0.001321714255027473,0.001304489909671247
12,0.001270544365979731,0.0012534327106550336
13,0.0012273347238078713,0.0012159977341070771
14,0.0011906280415132642,0.0011802309891209006
15,0.001159153413027525,0.001156702870503068
16,0.0011314452858641744,0.0011282565537840128
17,0.0011071906192228198,0.001104068593122065
18,0.0010855653090402484,0.0010815697023645043
19,0.0010661801788955927,0.0010662541026249528
20,0.0010487452382221818,0.0010509570129215717
21,0.001033086096867919,0.0010339893633499742
22,0.001018718583509326,0.0010198550298810005
23,0.0010055903112515807,0.0010081679793074727
24,0.0009933218825608492,0.00099622190464288
25,0.0009821918793022633,0.000982783269137144
26,0.0009716807981021702,0.0009765334543772042
27,0.0009622866637073457,0.0009654638706706464
28,0.0009534183773212135,0.0009580395417287946
29,0.0009450351935811341,0.0009491705568507314
30,0.0009371392661705613,0.0009448617929592729
31,0.0009299414232373238,0.0009353484492748976
32,0.0009228773997165263,0.0009276639902964234
33,0.0009162965579889715,0.0009215441532433033
34,0.0009101000614464283,0.0009154172148555517
35,0.0009041037992574275,0.0009106396464630961
36,0.0008984939195215702,0.0009025174076668918
37,0.0008929731557145715,0.0008987000328488648
38,0.0008879185770638287,0.0008972933865152299
39,0.0008831318118609488,0.0008892543846741319
40,0.0008783807279542089,0.0008858256042003632
41,0.0008741653873585165,0.0008807806298136711
42,0.000870299874804914,0.0008772565633989871
43,0.0008667227812111378,0.0008740832563489676
44,0.0008631694945506752,0.0008686617948114872
45,0.0008598705171607435,0.000866677553858608
46,0.0008564863819628954,0.0008665991481393576
47,0.0008536631357856095,0.0008625203045085073
48,0.0008507908787578344,0.0008603709866292775
49,0.0008477480732835829,0.0008559328271076083
50,0.0008450246532447636,0.0008532863575965166
51,0.0008426513522863388,0.000848813564516604
52,0.000840052030980587,0.0008488788735121489
53,0.0008375903707928956,0.0008453663322143257
54,0.0008351814467459917,0.0008428858127444983
55,0.000832987017929554,0.0008422989631071687
56,0.0008305268129333854,0.0008401584345847368
57,0.0008283135248348117,0.0008352759177796543
58,0.0008264651405625045,0.0008352472796104848
59,0.0008242004550993443,0.0008317061001434922
60,0.0008221838506869972,0.0008319616899825633
61,0.0008201810414902866,0.0008300026529468596
62,0.0008184329490177333,0.0008269183454103768
63,0.0008162764133885503,0.0008249302045442164
64,0.0008143798331730068,0.0008241516188718379
65,0.0008124256855808198,0.0008230718085542321
66,0.0008107401663437486,0.0008194342954084277
67,0.000808803946711123,0.0008195369737222791
68,0.0008067968301475048,0.0008174714748747647
69,0.0008046850562095642,0.0008122685831040144
70,0.0008019315428100526,0.0008102566353045404
71,0.0007997325155884027,0.0008085041190497577
72,0.0007973543251864612,0.0008046958828344941
73,0.0007955395267345011,0.0008029864984564483
74,0.0007936279871501029,0.0008044612477533519
75,0.0007919871713966131,0.0008004144765436649
76,0.0007902588113211095,0.000796282198280096
77,0.0007886415696702898,0.0007975624757818878
78,0.0007872991263866425,0.000795771018601954
79,0.0007857800810597837,0.0007938366034068167
80,0.0007843506173230708,0.0007941328804008663
81,0.0007829166715964675,0.0007939519127830863
82,0.0007813228876329958,0.0007922559743747115
83,0.0007801468600519001,0.0007896776660345495
84,0.0007787321228533983,0.0007876850431784987
85,0.0007772967219352722,0.0007869871333241463
86,0.0007758487481623888,0.0007850732072256505
87,0.0007738352287560701,0.0007850296096876264
88,0.0007721559959463775,0.0007807748042978346
89,0.0007706484175287187,0.0007795696146786213
90,0.0007691364735364914,0.0007783893961459398
91,0.0007676107343286276,0.0007766972412355244
