epoch,loss,val_loss
0,0.0006860692519694567,0.0006974476855248213
1,0.0006856222753413022,0.000697306648362428
2,0.0006850013160146773,0.0006946147186681628
3,0.0006846499163657427,0.0006969381938688457
4,0.0006840525893494487,0.0006947064539417624
5,0.0006834168452769518,0.0006946020293980837
6,0.0006831552600488067,0.0006933565018698573
7,0.0006826919852755964,0.0006921130698174238
8,0.0006821888382546604,0.0006922350730746984
9,0.0006818366819061339,0.0006914875120855868
10,0.000681211007758975,0.0006937069119885564
11,0.0006809299811720848,0.0006904338952153921
12,0.0006803047726862133,0.0006890533841215074
13,0.0006799313705414534,0.0006905338959768414
14,0.0006792845670133829,0.0006897404091432691
15,0.0006789389881305397,0.0006906059570610523
16,0.0006784533034078777,0.0006903964676894248
17,0.0006779992254450917,0.0006868624477647245
18,0.0006776276277378201,0.0006885493639856577
19,0.0006769668543711305,0.0006879149586893618
20,0.0006767694721929729,0.0006859045824967325
21,0.000676044961437583,0.000686800922267139
22,0.0006758610252290964,0.0006879662396386266
23,0.0006752305198460817,0.0006852293154224753
24,0.0006748252199031413,0.0006867458578199148
25,0.0006744815618731081,0.0006846041651442647
26,0.0006738680531270802,0.0006835740059614182
27,0.0006734238122589886,0.0006830146303400397
28,0.000673009199090302,0.0006838084664195776
29,0.0006722147227264941,0.0006830431520938873
30,0.0006719703669659793,0.0006810916238464415
31,0.0006714387563988566,0.0006809950573369861
32,0.0006709322915412486,0.0006825762684457004
33,0.0006703994586132467,0.0006792346830479801
34,0.0006699763471260667,0.0006825696327723563
35,0.0006697062053717673,0.0006796428351663053
36,0.0006690430454909801,0.0006787809543311596
37,0.0006686175474897027,0.0006782861892133951
38,0.000668096006847918,0.0006792526110075414
39,0.0006676269113086164,0.0006770412437617779
40,0.0006671533337794244,0.0006772942724637687
41,0.0006669522845186293,0.0006779988179914653
42,0.0006663737003691494,0.0006764939171262085
43,0.0006659632199443877,0.0006780395051464438
44,0.0006653893506154418,0.0006761776749044657
45,0.0006651625735685229,0.0006764262798242271
46,0.0006646729889325798,0.0006741702673025429
47,0.0006642247317358851,0.0006742971017956734
48,0.0006636525504291058,0.0006774335633963346
49,0.0006633037701249123,0.0006720409728586674
50,0.0006629627314396203,0.0006723427795805037
51,0.0006623212248086929,0.0006729424349032342
52,0.0006620280328206718,0.0006729625747539103
53,0.0006617417675442994,0.0006733624031767249
54,0.0006612545694224536,0.000672180438414216
55,0.0006607957184314728,0.0006735102506354451
56,0.0006603518850170076,0.0006712598842568696
57,0.0006600962369702756,0.0006727685104124248
58,0.0006596784223802388,0.0006693087052553892
59,0.0006592654972337186,0.0006686486885882914
60,0.0006589516997337341,0.0006697276257909834
61,0.0006583589129149914,0.0006690454902127385
62,0.0006579986657015979,0.0006683586398139596
63,0.0006578029715456069,0.00067044427851215
64,0.0006572984857484698,0.0006687199347652495
65,0.0006570078548975289,0.0006670495495200157
66,0.000656555057503283,0.0006673780153505504
67,0.0006560339825227857,0.0006660305662080646
68,0.0006558853783644736,0.0006669520516879857
69,0.0006555116269737482,0.0006672547897323966
70,0.0006547843804582953,0.0006663679960183799
71,0.0006547720404341817,0.0006643127999268472
72,0.0006542218034155667,0.0006651420844718814
73,0.0006539709283970296,0.0006649043061770499
74,0.0006534727872349322,0.0006653550663031638
75,0.0006532309344038367,0.0006642824737355113
76,0.0006527367513626814,0.0006622945074923337
77,0.000652317947242409,0.0006652156007476151
78,0.0006520606693811715,0.0006620264030061662
79,0.0006517827278003097,0.0006622839136980474
80,0.0006512973923236132,0.0006637347978539765
81,0.0006508574006147683,0.0006601036293432117
82,0.0006506291101686656,0.0006604482186958194
83,0.0006501050665974617,0.0006617826875299215
84,0.0006499451701529324,0.0006592174177058041
85,0.0006493544206023216,0.0006582167698070407
86,0.0006491804961115122,0.0006587111856788397
87,0.0006487523205578327,0.0006587870302610099
88,0.0006484639015980065,0.0006597128813154995
89,0.0006480052252300084,0.0006582319037988782
90,0.0006477830465883017,0.0006597799947485328
91,0.0006472491659224033,0.0006577111780643463
92,0.0006469498039223254,0.0006589320837520063
93,0.0006466171471402049,0.0006555828149430454
94,0.0006464121979661286,0.0006568319513462484
95,0.0006459477008320391,0.0006576164159923792
96,0.0006456567789427936,0.0006545375799760222
97,0.0006451919907703996,0.0006552633130922914
98,0.0006450309883803129,0.0006572020938619971
99,0.0006446188199333847,0.0006552091799676418
